6427.180000,5000.000000
6427.151829,5008.951397
6427.067316,5017.902441
6426.926465,5026.852778
6426.729281,5035.802054
6426.475773,5044.749918
6426.165950,5053.696014
6425.799824,5062.639991
6425.377410,5071.581495
6424.898724,5080.520173
6424.363786,5089.455673
6423.772617,5098.387640
6423.125239,5107.315724
6422.421679,5116.239571
6421.661964,5125.158829
6420.846125,5134.073146
6419.974192,5142.982170
6419.046202,5151.885549
6418.062190,5160.782932
6417.022196,5169.673967
6415.926259,5178.558305
6414.774425,5187.435593
6413.566738,5196.305481
6412.303245,5205.167620
6410.983997,5214.021658
6409.609046,5222.867248
6408.178446,5231.704039
6406.692253,5240.531683
6405.150527,5249.349832
6403.553328,5258.158136
6401.900718,5266.956249
6400.192765,5275.743822
6398.429534,5284.520510
6396.611095,5293.285965
6394.737521,5302.039842
6392.808884,5310.781795
6390.825262,5319.511479
6388.786733,5328.228549
6386.693377,5336.932661
6384.545276,5345.623472
6382.342516,5354.300638
6380.085183,5362.963817
6377.773367,5371.612667
6375.407159,5380.246846
6372.986652,5388.866013
6370.511942,5397.469829
6367.983127,5406.057953
6365.400306,5414.630047
6362.763581,5423.185772
6360.073057,5431.724790
6357.328839,5440.246765
6354.531036,5448.751359
6351.679759,5457.238238
6348.775120,5465.707065
6345.817233,5474.157507
6342.806216,5482.589231
6339.742187,5491.001902
6336.625267,5499.395189
6333.455580,5507.768762
6330.233250,5516.122288
6326.958405,5524.455439
6323.631174,5532.767885
6320.251688,5541.059298
6316.820081,5549.329352
6313.336488,5557.577718
6309.801047,5565.804073
6306.213897,5574.008090
6302.575180,5582.189447
6298.885039,5590.347820
6295.143621,5598.482887
6291.351073,5606.594327
6287.507544,5614.681819
6283.613187,5622.745045
6279.668155,5630.783686
6275.672604,5638.797425
6271.626691,5646.785945
6267.530577,5654.748931
6263.384423,5662.686069
6259.188393,5670.597045
6254.942652,5678.481547
6250.647368,5686.339264
6246.302710,5694.169885
6241.908851,5701.973102
6237.465963,5709.748606
6232.974223,5717.496090
6228.433806,5725.215249
6223.844893,5732.905777
6219.207665,5740.567372
6214.522305,5748.199730
6209.788997,5755.802551
6205.007929,5763.375534
6200.179289,5770.918380
6195.303268,5778.430791
6190.380059,5785.912472
6185.409855,5793.363126
6180.392854,5800.782459
6175.329253,5808.170179
6170.219251,5815.525994
6165.063052,5822.849613
6159.860858,5830.140747
6154.612874,5837.399109
6149.319308,5844.624412
6143.980369,5851.816370
6138.596268,5858.974700
6133.167217,5866.099120
6127.693431,5873.189347
6122.175125,5880.245102
6116.612517,5887.266107
6111.005828,5894.252084
6105.355277,5901.202757
6099.661090,5908.117853
6093.923489,5914.997097
6088.142703,5921.840219
6082.318958,5928.646948
6076.452486,5935.417016
6070.543516,5942.150155
6064.592284,5948.846100
6058.599023,5955.504586
6052.563971,5962.125350
6046.487365,5968.708132
6040.369446,5975.252670
6034.210454,5981.758707
6028.010634,5988.225986
6021.770230,5994.654251
6015.489488,6001.043249
6009.168656,6007.392728
6002.807984,6013.702436
5996.407723,6019.972125
5989.968125,6026.201548
5983.489445,6032.390458
5976.971939,6038.538610
5970.415863,6044.645763
5963.821477,6050.711676
5957.189041,6056.736108
5950.518817,6062.718821
5943.811068,6068.659581
5937.066059,6074.558152
5930.284056,6080.414300
5923.465327,6086.227796
5916.610142,6091.998410
5909.718770,6097.725913
5902.791484,6103.410080
5895.828557,6109.050687
5888.830265,6114.647510
5881.796883,6120.200328
5874.728689,6125.708923
5867.625962,6131.173077
5860.488983,6136.592574
5853.318034,6141.967200
5846.113397,6147.296744
5838.875356,6152.580994
5831.604199,6157.819742
5824.300211,6163.012782
5816.963681,6168.159907
5809.594899,6173.260916
5802.194155,6178.315606
5794.761742,6183.323779
5787.297954,6188.285236
5779.803084,6193.199781
5772.277429,6198.067221
5764.721285,6202.887364
5757.134952,6207.660018
5749.518728,6212.384996
5741.872915,6217.062111
5734.197814,6221.691179
5726.493728,6226.272016
5718.760961,6230.804443
5710.999819,6235.288279
5703.210607,6239.723348
5695.393634,6244.109475
5687.549209,6248.446487
5679.677640,6252.734212
5671.779238,6256.972481
5663.854316,6261.161127
5655.903185,6265.299985
5647.926161,6269.388891
5639.923558,6273.427683
5631.895692,6277.416203
5623.842880,6281.354293
5615.765439,6285.241797
5607.663689,6289.078562
5599.537950,6292.864436
5591.388542,6296.599270
5583.215786,6300.282916
5575.020007,6303.915230
5566.801527,6307.496067
5558.560670,6311.025287
5550.297762,6314.502750
5542.013130,6317.928318
5533.707099,6321.301856
5525.379999,6324.623232
5517.032158,6327.892315
5508.663905,6331.108974
5500.275571,6334.273083
5491.867487,6337.384517
5483.439985,6340.443154
5474.993398,6343.448873
5466.528058,6346.401554
5458.044301,6349.301082
5449.542461,6352.147341
5441.022874,6354.940221
5432.485876,6357.679609
5423.931804,6360.365399
5415.360997,6362.997483
5406.773791,6365.575759
5398.170527,6368.100124
5389.551543,6370.570479
5380.917181,6372.986727
5372.267781,6375.348771
5363.603684,6377.656518
5354.925233,6379.909879
5346.232770,6382.108762
5337.526639,6384.253083
5328.807182,6386.342755
5320.074745,6388.377697
5311.329671,6390.357828
5302.572307,6392.283071
5293.802998,6394.153348
5285.022090,6395.968587
5276.229930,6397.728715
5267.426865,6399.433663
5258.613242,6401.083364
5249.789409,6402.677752
5240.955716,6404.216766
5232.112509,6405.700343
5223.260140,6407.128425
5214.398956,6408.500957
5205.529309,6409.817883
5196.651547,6411.079152
5187.766022,6412.284714
5178.873084,6413.434522
5169.973085,6414.528529
5161.066375,6415.566694
