5105615000.000000,5000000000.000000
5105614999.826598,5000006052.002642
5105614999.306393,5000012104.005264
5105614998.439383,5000018156.007847
5105614997.225569,5000024208.010369
5105614995.664952,5000030260.012813
5105614993.757531,5000036312.015157
5105614991.503305,5000042364.017382
5105614988.902277,5000048416.019467
5105614985.954444,5000054468.021394
5105614982.659808,5000060520.023142
5105614979.018368,5000066572.024691
5105614975.030124,5000072624.026021
5105614970.695076,5000078676.027113
5105614966.013225,5000084728.027947
5105614960.984570,5000090780.028503
5105614955.609110,5000096832.028760
5105614949.886848,5000102884.028699
5105614943.817781,5000108936.028300
5105614937.401911,5000114988.027545
5105614930.639237,5000121040.026411
5105614923.529760,5000127092.024880
5105614916.073480,5000133144.022931
5105614908.270394,5000139196.020545
5105614900.120506,5000145248.017703
5105614891.623816,5000151300.014383
5105614882.780320,5000157352.010567
5105614873.590021,5000163404.006233
5105614864.052919,5000169456.001363
5105614854.169014,5000175507.995937
5105614843.938306,5000181559.989934
5105614833.360793,5000187611.983336
5105614822.436478,5000193663.976121
5105614811.165360,5000199715.968270
5105614799.547438,5000205767.959764
5105614787.582712,5000211819.950582
5105614775.271184,5000217871.940703
5105614762.612853,5000223923.930111
5105614749.607719,5000229975.918782
5105614736.255781,5000236027.906698
5105614722.557041,5000242079.893840
5105614708.511498,5000248131.880186
5105614694.119151,5000254183.865718
5105614679.380002,5000260235.850415
5105614664.294050,5000266287.834257
5105614648.861296,5000272339.817226
5105614633.081739,5000278391.799299
5105614616.955379,5000284443.780459
5105614600.482216,5000290495.760685
5105614583.662251,5000296547.739957
5105614566.495483,5000302599.718254
5105614548.981913,5000308651.695559
5105614531.121541,5000314703.671850
5105614512.914366,5000320755.647107
5105614494.360389,5000326807.621311
5105614475.459610,5000332859.594442
5105614456.212029,5000338911.566481
5105614436.617645,5000344963.537406
5105614416.676460,5000351015.507198
5105614396.388473,5000357067.475839
5105614375.753683,5000363119.443306
5105614354.772093,5000369171.409581
5105614333.443700,5000375223.374643
5105614311.768505,5000381275.338474
5105614289.746510,5000387327.301053
5105614267.377712,5000393379.262360
5105614244.662113,5000399431.222375
5105614221.599713,5000405483.181079
5105614198.190512,5000411535.138451
5105614174.434508,5000417587.094471
5105614150.331705,5000423639.049121
5105614125.882100,5000429691.002379
5105614101.085693,5000435742.954227
5105614075.942487,5000441794.904643
5105614050.452479,5000447846.853609
5105614024.615671,5000453898.801105
5105613998.432062,5000459950.747109
5105613971.901652,5000466002.691604
5105613945.024442,5000472054.634568
5105613917.800431,5000478106.575983
5105613890.229621,5000484158.515827
5105613862.312010,5000490210.454082
5105613834.047599,5000496262.390726
5105613805.436388,5000502314.325742
5105613776.478376,5000508366.259108
5105613747.173566,5000514418.190805
5105613717.521956,5000520470.120812
5105613687.523545,5000526522.049110
5105613657.178335,5000532573.975679
5105613626.486326,5000538625.900500
5105613595.447517,5000544677.823552
5105613564.061910,5000550729.744816
5105613532.329502,5000556781.664270
5105613500.250297,5000562833.581898
5105613467.824291,5000568885.497676
5105613435.051488,5000574937.411587
5105613401.931886,5000580989.323609
5105613368.465485,5000587041.233725
5105613334.652285,5000593093.141912
5105613300.492287,5000599145.048151
5105613265.985491,5000605196.952424
5105613231.131896,5000611248.854709
5105613195.931504,5000617300.754987
5105613160.384314,5000623352.653237
5105613124.490326,5000629404.549441
5105613088.249539,5000635456.443579
5105613051.661957,5000641508.335630
5105613014.727575,5000647560.225574
5105612977.446398,5000653612.113392
5105612939.818422,5000659663.999064
5105612901.843650,5000665715.882568
5105612863.522080,5000671767.763888
5105612824.853714,5000677819.643002
5105612785.838551,5000683871.519890
5105612746.476591,5000689923.394532
5105612706.767836,5000695975.266909
5105612666.712283,5000702027.137000
5105612626.309935,5000708079.004787
5105612585.560790,5000714130.870248
5105612544.464850,5000720182.733364
5105612503.022113,5000726234.594115
5105612461.232581,5000732286.452482
5105612419.096253,5000738338.308444
5105612376.613131,5000744390.161982
5105612333.783213,5000750442.013075
5105612290.606500,5000756493.861704
5105612247.082992,5000762545.707850
5105612203.212688,5000768597.551491
5105612158.995591,5000774649.392608
5105612114.431699,5000780701.231181
5105612069.521012,5000786753.067191
5105612024.263532,5000792804.900618
5105611978.659257,5000798856.731442
5105611932.708188,5000804908.559642
5105611886.410326,5000810960.385199
5105611839.765670,5000817012.208093
5105611792.774220,5000823064.028304
5105611745.435977,5000829115.845813
5105611697.750941,5000835167.660599
5105611649.719111,5000841219.472643
